% interestacl94stopwords.arff

@relation interest

@attribute prevword_3 String
@attribute prevword_2 String
@attribute prevword String
@attribute nextword String
@attribute nextword_2 String
@attribute nextword_3 String
@attribute prevtag_3 String
@attribute prevtag_2 String
@attribute prevtag String
@attribute nexttag String
@attribute nexttag_2 String
@attribute nexttag_3 String
@attribute 'Class' {'interest1', 'interest2', 'interest3', 'interest4', 'interest5', 'interest6'}

@data
'able','pay','overdue','stillXoutstanding','loans','X','JJ','VB','JJ','JJ','NNS','X','interest6'
'income','owned','properties','mortgages','X','hit','NN','VBN','NNS','NNS','X','VBN','interest6'
'inflation','X','high','materials','costs','X','NN','X','JJ','NNS','NNS','X','interest6'
'hunter','X','voting','20','%','company','NP','X','NN','AB','NN','NN','interest5'
'ready','increase','uXkX','rates','pound','slid','JJ','VB','NP','NNS','NN','VBD','interest6'
'Xll','escape','taxes','sum','earns','years','MD','VB','NNS','NN','VBZ','NNS','interest6'
'1988','X','including','past','contributions','X','AB','X','VBG','JJ','NNS','X','interest6'
'entire','X','4X773','could','withdrawn','taxfree','JJ','X','AB','MD','VBN','JJ','interest6'
'break','deferring','tax','contributions','earn','X','NN','VBG','NN','NNS','VBP','X','interest6'
'NULL','NULL','allowing','buildup','contributions','escape','NULL','NULL','VBG','NN','NNS','VB','interest6'
'francs','payments','minority','X','NULL','NULL','NNS','NNS','NN','X','NULL','NULL','interest5'
'investors','showed','little','buying','securities','X','NNS','VBN','JJ','VBG','NNS','X','interest1'
'strips','created','separating','payment','portion','bond','NNS','VBN','VBG','NN','NN','NN','interest6'
'zeroXcoupon','securities','pay','maturity','X','return','JJ','NNS','VBP','NN','X','NN','interest6'
'obvious','strategic','economic','X','NULL','NULL','JJ','JJ','JJ','X','NULL','NULL','interest4'
'economy','X','X','lies','controlled','transformation','NN','X','X','VBZ','VBN','NN','interest4'
'brady','takes','keen','monetary','matters','X','NP','VBZ','JJ','JJ','NNS','X','interest1'
'taking','especially','keen','board','matters','even','VBG','RB','JJ','NN','NNS','RB','interest1'
'fed','toward','lower','rates','X','NULL','NP','IN','JJR','NNS','X','NULL','interest6'
'NULL','fed','let','rates','slip','slightly','NULL','NP','VBN','NNS','VBP','RB','interest6'
'shares','X','bronfman','hold','24','%','NNS','X','NP','VBP','AB','NN','interest5'
'circumstances','X','freeXspeech','outweighed','Xinterests','copyright','NNS','X','NN','VBD','NNS','NN','interest4'
'freeXspeech','Xinterests','outweighed','copyright','owner','X','NN','NNS','VBD','NN','NN','X','interest4'
'Xs','argument','public','scholarship','could','outweigh','POS','NN','JJ','NN','MD','VB','interest4'
'X','recognized','public','subject','matter','indispensability','X','VBN','JJ','JJ','NN','NN','interest1'
'yet','bill','tailored','single','individual','passed','RB','NN','VBN','JJ','NN','VBD','interest4'
'X','represents','dividend','hughes','earnings','X','X','VBZ','NN','NP','NNS','X','interest5'
'X','represents','dividend','eds','profit','X','X','VBZ','NN','NP','NN','X','interest5'
'full','payment','including','secured','creditors','X','JJ','NN','VBG','VBN','NNS','X','interest6'
'paid','full','credits','X','855','million','VBN','JJ','NNS','X','AB','AB','interest6'
'200','million','payments','since','X','NULL','AB','AB','NNS','IN','X','NULL','interest6'
'would','accrued','unpaid','equal','X','350','MD','VBN','JJ','JJ','X','AB','interest6'
'unsecured','creditors','X','accrued','since','filing','JJ','NNS','POS','VBN','IN','NN','interest6'
'exchange','aroused','much','congress','X','mainly','NN','VBN','JJ','NP','X','RB','interest1'
'X','drew','plenty','uXsX','auto','executives','X','VBD','RB','NP','NN','NNS','interest1'
'Xs','reluctance','cut','rates','pull','dollar','POS','NN','VB','NNS','VB','NN','interest6'
'expecting','fed','lower','rates','least','end','VBG','NP','VB','NNS','JJS','NN','interest6'
'covers','taxes','X','penalties','owed','1966','VBZ','NNS','X','NNS','VBN','AB','interest6'
'NULL','NULL','short','international','mobile','machines','NULL','NULL','JJ','NP','NP','NPS','interest5'
'X','X','short','otc','stocks','posts','X','X','JJ','NP','NNS','VBZ','interest5'
'continued','low','stable','rates','X','stocks','VBD','JJ','JJ','NNS','X','NNS','interest6'
'trip','starts','lose','day','conversion','X','NN','VBP','VB','NN','NN','X','interest6'
'money','continue','earn','card','holder','X','NN','VB','VB','NN','NN','X','interest6'
'reflecting','lower','shortXterm','rates','X','X','VBG','JJR','JJ','NNS','X','X','interest6'
'X','posting','lower','rates','since','last','X','VBG','JJR','NNS','IN','JJ','interest6'
'year','X','shortXterm','rates','moving','steadily','NN','X','JJ','NNS','VBG','RB','interest6'
'bondXprice','changes','plus','X','amounted','negative','JJ','NNS','CC','X','VBN','JJ','interest6'
'%','leverage','jacked','income','X','NULL','NN','NN','VBN','NN','X','NULL','interest6'
'5','X','great','X','since','gold','AB','X','JJ','X','IN','JJ','interest1'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'proposal','X','suggesting','looking','modified','version','NN','X','VBG','VBG','VBN','NN','interest1'
'reversal','bad','debt','income','X','NULL','NN','JJ','NN','NN','X','NULL','interest6'
'also','would','defer','principal','junk','bonds','RB','MD','VB','NN','NN','NNS','interest6'
'Xs','annual','cash','bill','X','90','POS','JJ','NN','NN','X','AB','interest6'
'NULL','yet','pay','bill','X','analysts','NULL','RB','VB','NN','X','NNS','interest6'
'big','board','ignoring','individual','institutional','holders','NP','NP','VBG','JJ','JJ','NNS','interest4'
'zeroXcoupon','securities','pay','periodically','X','NULL','NN','NNS','VB','RB','X','NULL','interest6'
'6','%','current','bonds','due','1990','AB','NN','JJ','NNS','JJ','AB','interest6'
'protection','program','current','bonds','due','1995X1999','NN','NN','JJ','NNS','JJ','AB','interest6'
'recreation','program','current','bonds','due','1990X1995','NN','NN','JJ','NNS','JJ','AB','interest6'
'sale','50','%','national','steel','concentrate','NN','AB','NN','NP','NP','VB','interest5'
'incX','X','manufacturer','aerospace','X','automotive','NP','X','NN','NN','X','JJ','interest5'
'dulled','absence','active','beyond','marketXmakers','X','VBN','NN','JJ','IN','NNS','X','interest1'
'held','public','family','X','spokeswoman','french','VBN','NN','NN','X','NN','JJ','interest5'
'baskets','risky','best','investing','public','X','NNS','JJ','JJS','VBG','NN','X','interest4'
'losses','operations','increases','expense','charges','depreciation','NNS','NNS','NNS','NN','NNS','NN','interest6'
'items','payments','minority','X','NULL','NULL','NNS','NNS','NN','X','NULL','NULL','interest5'
'NULL','include','sale','joint','venture','beghin','NULL','VB','NN','JJ','NN','NP','interest5'
'remaining','25','%','aXtXbX','X','holding','VBG','AB','NN','NP','X','VBG','interest5'
'year','X','japanese','rates','X','though','NN','X','JJ','NNS','X','IN','interest6'
'received','X','expressions','X','bloomingdale','Xs','VBN','X','NNS','X','NP','POS','interest1'
'charges','X','including','debt','securities','X','NNS','X','VBG','NN','NNS','X','interest6'
'52','million','year','cashXdeferred','X','zeroXcoupon','AB','AB','NN','JJ','X','JJ','interest6'
'200','million','year','earned','proceeds','selling','AB','AB','NN','VBN','NNS','VBG','interest6'
'senate','democrats','expressed','cutting','tax','X','NP','NPS','VBN','VBG','NN','X','interest1'
'NULL','NULL','average','rate','rose','8X337','NULL','NULL','JJ','NN','VBD','AB','interest6'
'finance','X','itt','electronic','parts','X','NN','X','NP','JJ','NNS','X','interest5'
'43X75','%','working','X','partners','include','AB','NN','VBG','X','NNS','VBP','interest5'
'X','50','%','X','kuwait','foreign','X','AB','NN','X','NP','NP','interest5'
'profit','payments','minority','rose','749','million','NN','NNS','NN','VBD','AB','AB','interest5'
'mainly','highXrisk','bet','rates','backfired','X','RB','JJ','NN','NNS','VBD','X','interest6'
'lower','prices','reason','sears','declined','16','JJR','NNS','NN','NP','VBD','AB','interest1'
'purchases','thus','forfeit','income','X','NULL','NNS','RB','VB','NN','X','NULL','interest6'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'could','stand','consumer','X','small','government','MD','VB','NN','X','JJ','NN','interest4'
'irs','seeks','lateXpayment','lost','check','X','NP','VBZ','NN','JJ','NN','X','interest6'
'check','X','request','abatement','X','publisher','NN','X','VB','NN','X','NN','interest6'
'want','deduct','homeXmortgage','X','200X000','loan','VBP','VB','JJ','X','AB','NN','interest6'
'homeXacquisition','debt','X','fully','deductible','X','JJ','NN','X','RB','JJ','X','interest6'
'serving','substantial','government','unconstitutional','X','ninthXcircuit','VBG','JJ','NN','JJ','X','JJ','interest4'
'unchecked','proliferation','special','magazines','X','NULL','JJ','NN','JJ','NNS','X','NULL','interest3'
'magazines','target','idosyncratic','readers','X','NULL','NNS','VBP','JJ','NNS','X','NULL','interest3'
'NULL','NULL','level','rtc','Xs','properties','NULL','NULL','NN','NP','POS','NNS','interest1'
'finnish','group','minority','already','operating','moscow','JJ','NN','NN','RB','VBG','NP','interest5'
'rates','X','low','rate','X','government','NNS','X','JJ','NN','X','NN','interest6'
'X','government','coverage','costs','student','school','X','NN','NN','NNS','NN','NN','interest6'
'student','school','X','costs','would','either','NN','NN','X','NNS','MD','RB','interest6'
'far','promoting','commonality','among','black','X','RB','VBG','NN','IN','JJ','X','interest3'
'duty','speak','narrow','one','group','instead','NN','VB','JJ','AB','NN','RB','interest4'
'would','compelled','serve','constituents','servile','none','MD','VBN','VB','NNS','JJ','NN','interest4'
'background','X','common','live','together','cooperatively','NN','X','JJ','VB','RB','RB','interest3'
'NULL','NULL','short','nasdaq','overXtheXcounter','stocks','NULL','NULL','JJ','NP','JJ','NNS','interest5'
'recent','otc','short','statistics','compiled','octX','JJ','NP','JJ','NNS','VBN','NP','interest5'
'however','X','short','figures','reported','brokerage','RB','X','JJ','NNS','VBN','NN','interest5'
'NULL','total','short','nasdaq','stocks','midXoctober','NULL','JJ','JJ','NP','NNS','NP','interest5'
'rise','otc','short','compares','4X2','%','NN','NP','JJ','VBZ','AB','NN','interest5'
'NULL','NULL','short','X','represents','number','NULL','NULL','JJ','X','VBZ','NN','interest5'
'issues','X','short','rose','196X8','million','NNS','X','JJ','VBD','AB','AB','interest5'
'stocks','large','short','gains','octX','13','NNS','JJ','JJ','NNS','NP','AB','interest5'
'NULL','NULL','short','first','executive','X','NULL','NULL','JJ','NP','NP','X','interest5'
'intel','Xs','short','jumped','42','%','NP','POS','JJ','VBD','AB','NN','interest5'
'stock','biggest','short','position','nasdaq','X','NN','JJS','JJ','NN','NP','X','interest5'
'X','changes','short','stocks','may','caused','X','NNS','JJ','NNS','MD','VBN','interest5'
'activity','saw','short','surge','X','NULL','NN','VBD','JJ','NN','X','NULL','interest5'
'NULL','NULL','short','american','depositary','receipts','NULL','NULL','JJ','JJ','JJ','NNS','interest5'
'showed','drop','short','included','adobe','systems','VBD','NN','JJ','VBD','NP','NP','interest5'
'X','compiles','short','data','two','categories','X','VBZ','JJ','NNS','AB','NNS','interest5'
'NULL','NULL','short','1X327','nonXnms','securities','NULL','NULL','JJ','AB','JJ','NNS','interest5'
'NULL','october','short','represents','1X04','days','NULL','NP','JJ','VBZ','AB','NNS','interest5'
'show','issues','short','position','least','50X000','VBP','NNS','JJ','NN','JJS','AB','interest5'
'would','recover','principal','X','unsecured','creditors','MD','VB','NN','X','JJ','NNS','interest6'
'implication','lower','inflation','rates','tend','bolster','NN','JJR','NN','NNS','VBP','VB','interest6'
'NULL','NULL','X','picks','X','though','NULL','NULL','X','VBZ','X','RB','interest1'
'NULL','consist','current','bonds','due','1990X2002','NULL','VBP','JJ','NNS','JJ','AB','interest6'
'1989','X','current','bonds','due','1990X2002','AB','X','JJ','NNS','JJ','AB','interest6'
'NULL','NULL','current','serial','bonds','tentatively','NULL','NULL','JJ','NN','NNS','RB','interest6'
'NULL','NULL','NULL','rates','generally','began','NULL','NULL','NULL','NNS','RB','VBD','interest6'
'usually','follow','tXbills','rate','trends','general','RB','VBP','NNS','NN','NNS','JJ','interest6'
'repay','debt','reduce','costs','wang','X','VB','NN','VB','NNS','NP','X','interest6'
'currently','expected','ease','rates','next','spring','RB','VBN','VB','NNS','JJ','NN','interest6'
'X','offset','higher','expense','lower','earnings','X','VBN','JJR','NN','JJR','NNS','interest6'
'combustion','Xs','minority','stein','industrie','gec','NP','POS','NN','NP','NP','NP','interest5'
'refocused','attention','high','rates','corporate','profitability','VBD','NN','JJ','NNS','JJ','NN','interest6'
'noted','absence','institutional','later','session','helped','VBD','NN','JJ','RB','NN','VBD','interest1'
'midafternoon','bid','attract','X','action','largely','NN','NN','VB','X','NN','RB','interest1'
'talk','continental','european','british','life','composite','NN','JJ','JJ','JJ','NN','JJ','interest1'
'failed','spark','investor','issues','unlikely','bought','VBD','VB','NN','NNS','JJ','VBN','interest1'
'%','ibm','acquires','X','NULL','NULL','NN','NP','VBZ','X','NULL','NULL','interest5'
'blamed','rising','australian','rates','acquisition','bell','VBD','VBG','JJ','NNS','NN','NP','interest6'
'Xs','coal','oil','might','sale','total','POS','NN','NN','MD','NN','NN','interest5'
'NULL','NULL','oil','already','sold','X','NULL','NULL','NN','RB','VBN','X','interest5'
'barely','pay','cash','bill','X','stay','RB','VB','NN','NN','X','VB','interest6'
'X','plus','accrued','decX','8','purchase','X','CC','VBN','NP','AB','NN','interest6'
'federal','reserve','cut','rates','amid','growing','NP','NP','VB','NNS','IN','VBG','interest6'
'past','supply','lower','rates','X','Xre','JJ','NN','JJR','NNS','X','VBP','interest6'
'NULL','NULL','X','japanese','investors','limited','NULL','NULL','X','JJ','NNS','VBN','interest1'
'dollar','remain','strong','rates','decline','X','NN','VB','JJ','NNS','VB','X','interest6'
'X','efforts','drum','soXcalled','bailout','bonds','POS','NNS','VB','JJ','NN','NNS','interest1'
'take','advantage','falling','rates','X','NULL','VB','NN','VBG','NNS','X','NULL','interest6'
'coX','group','true','cost','7X17','%','NP','NN','JJ','NN','AB','NN','interest6'
'foreign','corporations','X','principal','paid','dollars','JJ','NNS','X','NN','VBN','NNS','interest6'
'NULL','NULL','short','increased','6','%','NULL','NULL','JJ','VBD','AB','NN','interest5'
'NULL','NULL','NULL','connected','issue','X','NULL','NULL','NULL','VBN','NN','X','interest1'
'jaguar','seems','losing','giving','gm','minority','NP','VBZ','VBG','VBG','NP','NN','interest1'
'reiterated','company','Xs','acquiring','minority','stake','VBD','NN','POS','VBG','NN','NN','interest1'
'NULL','gm','Xs','jaguar','reflects','desire','NULL','NP','POS','NP','VBZ','NN','interest1'
'sold','remaining','oneXthird','asbestos','mining','limited','VBD','VBG','JJ','NN','NN','VBN','interest5'
'olivetti','sold','majority','last','year','X','NP','VBD','NN','JJ','NN','X','interest5'
'buoys','bond','prices','rates','fall','X','VBZ','NN','NNS','NNS','VBP','X','interest6'
'going','decrease','faster','rates','fall','X','VBG','VB','RBR','NNS','VB','X','interest6'
'left','august','pursue','X','NULL','NULL','VBN','NP','VB','X','NULL','NULL','interest3'
'NULL','X','time','rates','came','rapidly','NULL','X','NN','NNS','VBD','RB','interest6'
'issued','1984','X','rates','general','declined','VBN','AB','X','NNS','JJ','VBN','interest6'
'NULL','assumed','principal','X','fully','insured','NULL','VBD','NN','X','RB','VBN','interest6'
'would','pay','principal','accrued','date','liquidation','MD','VB','NN','VBN','NN','NN','interest6'
'tax','payable','year','accrued','X','although','NN','JJ','NN','VBN','X','IN','interest6'
'reserve','system','lower','rates','X','NULL','NP','NP','VB','NNS','X','NULL','interest6'
'fed','complained','X','rates','high','X','NP','VBD','X','NNS','JJ','X','interest6'
'country','would','return','rates','historical','level','NN','MD','VB','NNS','JJ','NN','interest6'
'bellwether','federal','funds','rate','8','34','NN','JJ','NNS','NN','AB','AB','interest6'
'incX','X','purchase','eagle','Xs','secured','NP','X','VB','NP','POS','VBN','interest5'
'NULL','NULL','NULL','rates','paid','depositors','NULL','NULL','NULL','NNS','VBD','NNS','interest6'
'X','accounting','taxes','expense','X','NULL','X','VBG','NNS','NN','X','NULL','interest6'
'company','defined','earnings','X','taxes','X','NN','VBD','NNS','X','NNS','X','interest6'
'cool','banks','X','financing','transaction','X','VB','NNS','POS','VBG','NN','X','interest1'
'low','financing','fees','rates','X','invested','JJ','NN','NNS','NNS','X','VBD','interest6'
